# Array shape: (32, 1085, 5)
-0.09	0	-0.51	0.05	0.514
-0.09	0	-0.51	0.25	0.514
-0.09	0	-0.51	0.18	0.514
-0.09	0	-0.51	0.12	0.514
-0.09	0	-0.51	0.06	0.514
-0.09	0	-0.51	0.18	0.514
-0.09	0	-0.51	0.12	0.514
-0.09	0	-0.51	0.06	0.514
-0.09	0	-0.51	0	0.514
-0.09	0	-0.51	0.2	0.514
-0.09	0.01	-0.51	0.06	0.514
-0.09	0.01	-0.51	0.07	0.514
-0.09	0.01	-0.51	0.2	0.514
-0.09	0.01	-0.51	0.13	0.514
-0.09	0.01	-0.51	0.07	0.514
-0.09	0.01	-0.51	0.2	0.514
-0.09	0.01	-0.51	0.21	0.514
-0.09	0.01	-0.51	0.07	0.514
-0.09	0.01	-0.51	0.01	0.514
-0.09	0.01	-0.51	0.21	0.514
-0.09	0.01	-0.51	0.07	0.514
-0.09	0.01	-0.51	0.01	0.514
-0.09	0.01	-0.51	0.02	0.514
-0.09	0.01	-0.51	0.14	0.514
-0.09	0.01	-0.51	0.08	0.514
-0.09	0.01	-0.51	0.02	0.514
-0.09	0.01	-0.51	0.14	0.514
-0.09	0.01	-0.51	0.15	0.514
-0.09	0.01	-0.51	0.02	0.514
-0.09	0.02	-0.51	0.22	0.514
-0.09	0.02	-0.51	0.15	0.514
-0.09	0.02	-0.51	0.02	0.514
-0.09	0.02	-0.51	0.03	0.514
-0.09	0.02	-0.51	0.15	0.514
-0.09	0.02	-0.51	0.09	0.514
-0.09	0.02	-0.51	0.22	0.514
-0.09	0.02	-0.51	0.23	0.514
-0.09	0.02	-0.51	0.16	0.514
-0.09	0.02	-0.51	0.03	0.514
-0.09	0.02	-0.51	0.23	0.514
-0.09	0.02	-0.51	0.09	0.514
-0.09	0.02	-0.51	0.1	0.514
-0.09	0.02	-0.51	0.04	0.514
-0.09	0.02	-0.51	0.16	0.514
-0.09	0.02	-0.51	0.17	0.514
-0.09	0.02	-0.51	0.23	0.514
-0.09	0.02	-0.51	0.24	0.514
-0.09	0.02	-0.51	0.17	0.514
-0.09	0.02	-0.51	0.04	0.514
-0.09	0.03	-0.51	0.05	0.514
-0.09	0.03	-0.51	0.17	0.514
-0.09	0.03	-0.51	0.11	0.514
-0.09	0.03	-0.51	0.05	0.514
-0.09	0.03	-0.51	0.17	0.514
-0.08	0.03	-0.51	0.11	0.514
-0.08	0.03	-0.51	0.05	0.514
-0.08	0.03	-0.51	0.25	0.514
-0.08	0.03	-0.51	0.18	0.514
-0.08	0.03	-0.51	0.12	0.514
-0.08	0.03	-0.51	0.25	0.514
-0.08	0.03	-0.51	0.18	0.514
-0.08	0.03	-0.51	0.12	0.514
-0.08	0.03	-0.51	0.06	0.514
-0.08	0.03	-0.51	0.18	0.514
-0.08	0.03	-0.51	0.12	0.514
-0.08	0.03	-0.51	0.06	0.514
-0.08	0.03	-0.51	0	0.514
-0.08	0.03	-0.51	0.2	0.514
-0.08	0.03	-0.51	0.06	0.514
-0.08	0.03	-0.51	0.07	0.514
-0.08	0.04	-0.51	0.12	0.514
-0.08	0.04	-0.51	0.13	0.514
-0.08	0.04	-0.51	0.07	0.514
-0.08	0.04	-0.51	0.2	0.514
-0.08	0.04	-0.51	0.21	0.514
-0.08	0.04	-0.51	0.07	0.514
-0.08	0.04	-0.51	0.01	0.514
-0.08	0.04	-0.51	0.21	0.514
-0.08	0.04	-0.51	0.07	0.514
-0.08	0.04	-0.51	0.01	0.514
-0.08	0.04	-0.51	0.21	0.514
-0.08	0.04	-0.51	0.14	0.514
-0.08	0.04	-0.51	0.08	0.514
-0.08	0.04	-0.51	0.02	0.514
-0.08	0.04	-0.51	0.14	0.514
-0.08	0.04	-0.51	0.08	0.514
-0.08	0.04	-0.51	0.02	0.514
-0.08	0.04	-0.51	0.22	0.514
-0.08	0.04	-0.51	0.15	0.514
-0.08	0.04	-0.51	0.09	0.514
-0.08	0.04	-0.51	0.22	0.514
-0.08	0.05	-0.51	0.23	0.514
-0.08	0.05	-0.51	0.09	0.514
-0.08	0.05	-0.51	0.03	0.514
-0.08	0.05	-0.51	0.23	0.514
-0.08	0.05	-0.51	0.09	0.514
-0.08	0.05	-0.51	0.1	0.514
-0.08	0.05	-0.51	0.23	0.514
-0.08	0.05	-0.51	0.16	0.514
-0.07	0.05	-0.51	0.17	0.514
-0.07	0.05	-0.51	0.23	0.514
-0.07	0.05	-0.51	0.24	0.514
-0.15	0.1	-1.01	0.17	1.026
-0.29	0.2	-2.02	0.04	2.05
-0.29	0.2	-2.02	0.05	2.05
-0.29	0.2	-2.02	0.17	2.05
-0.29	0.21	-2.02	0.11	2.05
-0.29	0.21	-2.02	0.05	2.05
-0.29	0.21	-2.02	0.17	2.05
-0.29	0.21	-2.02	0.18	2.052
-0.29	0.21	-2.02	0.05	2.054
-0.29	0.21	-2.02	0.25	2.054
-0.28	0.22	-2.02	0.18	2.054
-0.28	0.22	-2.02	0.12	2.054
-0.28	0.22	-2.02	0.06	2.054
-0.28	0.22	-2.02	0.18	2.054
-0.28	0.22	-2.02	0.12	2.054
-0.28	0.22	-2.02	0.06	2.054
-0.28	0.23	-2.02	0	2.054
-0.27	0.23	-2.02	0.2	2.054
-0.27	0.23	-2.02	0.06	2.054
-0.27	0.23	-2.02	0.07	2.054
-0.27	0.23	-2.02	0.2	2.054
-0.27	0.23	-2.02	0.13	2.054
-0.27	0.24	-2.02	0.07	2.054
-0.27	0.24	-2.02	0.2	2.054
-0.27	0.24	-2.02	0.21	2.054
-0.26	0.24	-2.02	0.07	2.054
-0.26	0.24	-2.02	0.01	2.054
-0.26	0.24	-2.02	0.21	2.054
-0.26	0.24	-2.02	0.07	2.054
-0.26	0.25	-2.02	0.01	2.054
-0.26	0.25	-2.02	0.02	2.054
-0.26	0.25	-2.02	0.14	2.054
-0.25	0.25	-2.02	0.08	2.054
-0.25	0.25	-2.02	0.02	2.054
-0.31	0.32	-2.53	0.14	2.566
-0.19	0.19	-1.52	0.15	1.542
-0.12	0.13	-1.01	0.02	1.03
-0.12	0.13	-1.01	0.22	1.03
-0.18	0.19	-1.52	0.15	1.542
-0.18	0.2	-1.52	0.02	1.54
-0.18	0.2	-1.52	0.03	1.54
-0.18	0.2	-1.52	0.15	1.54
-0.18	0.2	-1.52	0.09	1.542
-0.18	0.2	-1.52	0.22	1.54
-0.18	0.2	-1.52	0.23	1.54
-0.18	0.2	-1.52	0.16	1.54
-0.17	0.2	-1.52	0.03	1.542
-0.17	0.2	-1.52	0.23	1.542
-0.17	0.2	-1.52	0.09	1.542
-0.17	0.21	-1.52	0.1	1.542
-0.17	0.21	-1.52	0.04	1.542
-0.17	0.21	-1.52	0.16	1.542
-0.17	0.21	-1.52	0.17	1.542
-0.17	0.21	-1.52	0.23	1.542
-0.17	0.21	-1.52	0.24	1.542
-0.16	0.21	-1.52	0.17	1.542
-0.16	0.21	-1.52	0.04	1.542
-0.16	0.21	-1.52	0.24	1.542
-0.16	0.21	-1.52	0.17	1.542
-0.16	0.22	-1.52	0.04	1.542
-0.16	0.22	-1.52	0.05	1.542
-0.16	0.22	-1.52	0.17	1.542
-0.16	0.22	-1.52	0.11	1.542
-0.15	0.22	-1.52	0.05	1.542
-0.15	0.22	-1.52	0.17	1.542
-0.15	0.22	-1.52	0.18	1.542
-0.15	0.22	-1.52	0.05	1.542
-0.15	0.22	-1.52	0.25	1.542
-0.15	0.22	-1.52	0.18	1.542
-0.15	0.22	-1.52	0.12	1.542
-0.15	0.22	-1.52	0.06	1.542
-0.14	0.23	-1.52	0.18	1.542
-0.14	0.23	-1.52	0.12	1.542
-0.14	0.23	-1.52	0.06	1.542
-0.14	0.23	-1.52	0	1.542
-0.14	0.23	-1.52	0.2	1.542
-0.14	0.23	-1.52	0.06	1.542
-0.14	0.23	-1.52	0.07	1.542
-0.13	0.23	-1.52	0.2	1.542
-0.13	0.23	-1.52	0.13	1.542
-0.13	0.23	-1.52	0.07	1.542
-0.13	0.23	-1.52	0.2	1.542
-0.17	0.31	-2.02	0.21	2.054
-0.13	0.24	-1.52	0.07	1.544
-0.17	0.31	-2.02	0.01	2.056
-0.17	0.32	-2.02	0.21	2.056
-0.16	0.32	-2.02	0.07	2.056
-0.16	0.32	-2.02	0.08	2.056
-0.16	0.32	-2.02	0.21	2.056
-0.16	0.32	-2.02	0.14	2.056
-0.16	0.32	-2.02	0.08	2.056
-0.16	0.32	-2.02	0.02	2.056
-0.15	0.32	-2.02	0.22	2.056
-0.15	0.32	-2.02	0.08	2.056
-0.15	0.32	-2.02	0.02	2.056
-0.15	0.32	-2.02	0.03	2.056
-0.15	0.33	-2.02	0.15	2.056
-0.14	0.33	-2.02	0.09	2.056
-0.14	0.33	-2.02	0.22	2.056
-0.14	0.33	-2.03	0.23	2.058
-0.14	0.33	-2.03	0.16	2.062
-0.17	0.41	-2.54	0.03	2.576
-0.24	0.58	-3.55	0.23	3.6
-0.23	0.58	-3.56	0.16	3.612
-0.43	1.08	-6.58	0.1	6.682
-0.42	1.08	-6.59	0.04	6.688
-0.67	1.75	-10.62	0.24	10.786
-1.19	3.17	-19.19	0.17	19.49
-1.29	3.51	-21.21	0.04	21.538
-1.79	4.94	-29.78	0.24	30.242
-2.2	6.21	-37.35	0.17	37.924
-2.26	6.47	-38.86	0.11	39.458
-2.33	6.82	-40.88	0.05	41.506
-2.44	7.25	-43.39	0.17	44.064
-2.39	7.27	-43.39	0.18	44.06
-2.38	7.36	-43.89	0.12	44.568
-2.77	8.73	-51.96	0.25	52.762
-2.72	8.75	-51.95	0.18	52.756
-2.69	8.85	-52.47	0.12	53.278
-2.67	8.98	-53.14	0.25	53.96
-2.67	9.17	-54.16	0	54.994
-2.59	9.1	-53.66	0.12	54.484
-2.54	9.11	-53.66	0.06	54.484
-2.49	9.13	-53.65	0	54.482
