Time [s], Analyzer Name, Decoded Protocol Result
0.009656750000000,SENT (SAE J2716),Fast channel data: 14
0.009698375000000,SENT (SAE J2716),Fast channel data: 10
0.009733541666667,SENT (SAE J2716),Fast channel data: 13
0.009773541666667,SENT (SAE J2716),CRC data: 7
0.009803958333333,SENT (SAE J2716),Pause pulse length: 75
0.009923250000000,SENT (SAE J2716),Sync pulse: 
0.010012833333333,SENT (SAE J2716),Status nibble: 0
0.010032000000000,SENT (SAE J2716),Fast channel data: 2
0.010054416666667,SENT (SAE J2716),Fast channel data: 13
0.010094416666667,SENT (SAE J2716),Fast channel data: 8
0.010126375000000,SENT (SAE J2716),Fast channel data: 14
0.010167958333333,SENT (SAE J2716),Fast channel data: 10
0.010203166666667,SENT (SAE J2716),Fast channel data: 13
0.010243166666667,SENT (SAE J2716),CRC data: 1
0.010263958333333,SENT (SAE J2716),Pause pulse length: 80
0.010391250000000,SENT (SAE J2716),Sync pulse: 
0.010480916666667,SENT (SAE J2716),Status nibble: 0
0.010500041666667,SENT (SAE J2716),Fast channel data: 2
0.010522458333333,SENT (SAE J2716),Fast channel data: 13
0.010562416666667,SENT (SAE J2716),Fast channel data: 7
0.010592791666667,SENT (SAE J2716),Fast channel data: 14
0.010634458333333,SENT (SAE J2716),Fast channel data: 10
0.010669666666667,SENT (SAE J2716),Fast channel data: 13
0.010709625000000,SENT (SAE J2716),CRC data: 7
0.010740083333333,SENT (SAE J2716),Pause pulse length: 75
0.010859333333333,SENT (SAE J2716),Sync pulse: 
0.010948958333333,SENT (SAE J2716),Status nibble: 4
0.010974541666667,SENT (SAE J2716),Fast channel data: 2
0.010996875000000,SENT (SAE J2716),Fast channel data: 13
0.011036916666667,SENT (SAE J2716),Fast channel data: 7
0.011067333333333,SENT (SAE J2716),Fast channel data: 14
0.011108916666667,SENT (SAE J2716),Fast channel data: 10
0.011144083333333,SENT (SAE J2716),Fast channel data: 13
0.011184083333333,SENT (SAE J2716),CRC data: 7
0.011214500000000,SENT (SAE J2716),Pause pulse length: 71
0.011327333333333,SENT (SAE J2716),Sync pulse: 
0.011416958333333,SENT (SAE J2716),Status nibble: 0
0.011436125000000,SENT (SAE J2716),Fast channel data: 2
0.011458541666667,SENT (SAE J2716),Fast channel data: 13
0.011498541666667,SENT (SAE J2716),Fast channel data: 7
0.011528958333333,SENT (SAE J2716),Fast channel data: 14
0.011570541666667,SENT (SAE J2716),Fast channel data: 10
