x, y, theta, v, timestamp, left_img, right_img
7757729.511,-363562.575,0.651,0.001,1473187919.7378098964691162109375000,1473187919.7378098964691162109375000.bb08.l.png,1473187919.7378098964691162109375000.bb08.r.png
7757729.510,-363562.583,0.651,0.001,1473187919.7980000972747802734375000,1473187919.7980000972747802734375000.bb08.l.png,1473187919.7980000972747802734375000.bb08.r.png
7757729.512,-363562.582,0.651,0.001,1473187919.8582599163055419921875000,1473187919.8582599163055419921875000.bb08.l.png,1473187919.8582599163055419921875000.bb08.r.png
7757729.508,-363562.574,0.651,0.001,1473187919.9208030700683593750000000,1473187919.9208030700683593750000000.bb08.l.png,1473187919.9208030700683593750000000.bb08.r.png
7757729.515,-363562.576,0.651,0.001,1473187919.9874150753021240234375000,1473187919.9874150753021240234375000.bb08.l.png,1473187919.9874150753021240234375000.bb08.r.png
7757729.524,-363562.575,0.651,0.001,1473187920.0479791164398193359375000,1473187920.0479791164398193359375000.bb08.l.png,1473187920.0479791164398193359375000.bb08.r.png
7757729.520,-363562.572,0.651,0.001,1473187920.1085801124572753906250000,1473187920.1085801124572753906250000.bb08.l.png,1473187920.1085801124572753906250000.bb08.r.png
7757729.516,-363562.574,0.651,0.001,1473187920.1693789958953857421875000,1473187920.1693789958953857421875000.bb08.l.png,1473187920.1693789958953857421875000.bb08.r.png
7757729.517,-363562.577,0.651,0.001,1473187920.2318859100341796875000000,1473187920.2318859100341796875000000.bb08.l.png,1473187920.2318859100341796875000000.bb08.r.png
7757729.513,-363562.574,0.651,0.001,1473187920.2943749427795410156250000,1473187920.2943749427795410156250000.bb08.l.png,1473187920.2943749427795410156250000.bb08.r.png
7757729.513,-363562.582,0.651,0.001,1473187920.3569440841674804687500000,1473187920.3569440841674804687500000.bb08.l.png,1473187920.3569440841674804687500000.bb08.r.png
7757729.513,-363562.578,0.651,0.001,1473187920.4193370342254638671875000,1473187920.4193370342254638671875000.bb08.l.png,1473187920.4193370342254638671875000.bb08.r.png
7757729.513,-363562.572,0.651,0.001,1473187920.4823489189147949218750000,1473187920.4823489189147949218750000.bb08.l.png,1473187920.4823489189147949218750000.bb08.r.png
7757729.519,-363562.577,0.651,0.001,1473187920.5455300807952880859375000,1473187920.5455300807952880859375000.bb08.l.png,1473187920.5455300807952880859375000.bb08.r.png
7757729.521,-363562.578,0.651,0.001,1473187920.6075129508972167968750000,1473187920.6075129508972167968750000.bb08.l.png,1473187920.6075129508972167968750000.bb08.r.png
7757729.513,-363562.575,0.651,0.001,1473187920.6697280406951904296875000,1473187920.6697280406951904296875000.bb08.l.png,1473187920.6697280406951904296875000.bb08.r.png
7757729.512,-363562.574,0.651,0.001,1473187920.7324199676513671875000000,1473187920.7324199676513671875000000.bb08.l.png,1473187920.7324199676513671875000000.bb08.r.png
7757729.514,-363562.575,0.651,0.001,1473187920.7959029674530029296875000,1473187920.7959029674530029296875000.bb08.l.png,1473187920.7959029674530029296875000.bb08.r.png
7757729.509,-363562.575,0.651,0.001,1473187920.8578739166259765625000000,1473187920.8578739166259765625000000.bb08.l.png,1473187920.8578739166259765625000000.bb08.r.png
7757729.512,-363562.579,0.651,0.001,1473187920.9230298995971679687500000,1473187920.9230298995971679687500000.bb08.l.png,1473187920.9230298995971679687500000.bb08.r.png
7757729.506,-363562.576,0.651,0.001,1473187920.9935910701751708984375000,1473187920.9935910701751708984375000.bb08.l.png,1473187920.9935910701751708984375000.bb08.r.png
7757729.509,-363562.581,0.651,0.001,1473187921.0539829730987548828125000,1473187921.0539829730987548828125000.bb08.l.png,1473187921.0539829730987548828125000.bb08.r.png
7757729.510,-363562.570,0.651,0.001,1473187921.1166200637817382812500000,1473187921.1166200637817382812500000.bb08.l.png,1473187921.1166200637817382812500000.bb08.r.png
7757729.518,-363562.565,0.651,0.001,1473187921.1800329685211181640625000,1473187921.1800329685211181640625000.bb08.l.png,1473187921.1800329685211181640625000.bb08.r.png
7757729.527,-363562.568,0.651,0.001,1473187921.2423911094665527343750000,1473187921.2423911094665527343750000.bb08.l.png,1473187921.2423911094665527343750000.bb08.r.png
7757729.519,-363562.567,0.651,0.001,1473187921.3049430847167968750000000,1473187921.3049430847167968750000000.bb08.l.png,1473187921.3049430847167968750000000.bb08.r.png
7757729.512,-363562.568,0.651,0.001,1473187921.3683269023895263671875000,1473187921.3683269023895263671875000.bb08.l.png,1473187921.3683269023895263671875000.bb08.r.png
7757729.508,-363562.573,0.651,0.001,1473187921.4414629936218261718750000,1473187921.4414629936218261718750000.bb08.l.png,1473187921.4414629936218261718750000.bb08.r.png
7757729.513,-363562.568,0.651,0.001,1473187921.5021710395812988281250000,1473187921.5021710395812988281250000.bb08.l.png,1473187921.5021710395812988281250000.bb08.r.png
7757729.506,-363562.571,0.651,0.001,1473187921.5621950626373291015625000,1473187921.5621950626373291015625000.bb08.l.png,1473187921.5621950626373291015625000.bb08.r.png
7757729.508,-363562.577,0.651,0.001,1473187921.6224300861358642578125000,1473187921.6224300861358642578125000.bb08.l.png,1473187921.6224300861358642578125000.bb08.r.png
7757729.505,-363562.575,0.651,0.001,1473187921.6828939914703369140625000,1473187921.6828939914703369140625000.bb08.l.png,1473187921.6828939914703369140625000.bb08.r.png
7757729.510,-363562.576,0.651,0.001,1473187921.7427830696105957031250000,1473187921.7427830696105957031250000.bb08.l.png,1473187921.7427830696105957031250000.bb08.r.png
7757729.503,-363562.580,0.651,0.001,1473187921.8029780387878417968750000,1473187921.8029780387878417968750000.bb08.l.png,1473187921.8029780387878417968750000.bb08.r.png
7757729.505,-363562.577,0.651,0.001,1473187921.8667650222778320312500000,1473187921.8667650222778320312500000.bb08.l.png,1473187921.8667650222778320312500000.bb08.r.png
7757729.505,-363562.569,0.651,0.001,1473187921.9295959472656250000000000,1473187921.9295959472656250000000000.bb08.l.png,1473187921.9295959472656250000000000.bb08.r.png
7757729.509,-363562.564,0.651,0.001,1473187921.9938769340515136718750000,1473187921.9938769340515136718750000.bb08.l.png,1473187921.9938769340515136718750000.bb08.r.png
7757729.511,-363562.561,0.651,0.001,1473187922.0634169578552246093750000,1473187922.0634169578552246093750000.bb08.l.png,1473187922.0634169578552246093750000.bb08.r.png
7757729.511,-363562.561,0.651,0.001,1473187922.1239318847656250000000000,1473187922.1239318847656250000000000.bb08.l.png,1473187922.1239318847656250000000000.bb08.r.png
7757729.497,-363562.571,0.651,0.001,1473187922.1844561100006103515625000,1473187922.1844561100006103515625000.bb08.l.png,1473187922.1844561100006103515625000.bb08.r.png
7757729.497,-363562.571,0.651,0.001,1473187922.2448520660400390625000000,1473187922.2448520660400390625000000.bb08.l.png,1473187922.2448520660400390625000000.bb08.r.png
7757729.497,-363562.572,0.651,0.001,1473187922.3057110309600830078125000,1473187922.3057110309600830078125000.bb08.l.png,1473187922.3057110309600830078125000.bb08.r.png
7757729.509,-363562.568,0.651,0.001,1473187922.3667860031127929687500000,1473187922.3667860031127929687500000.bb08.l.png,1473187922.3667860031127929687500000.bb08.r.png
7757729.509,-363562.567,0.651,0.001,1473187922.4267759323120117187500000,1473187922.4267759323120117187500000.bb08.l.png,1473187922.4267759323120117187500000.bb08.r.png
7757729.501,-363562.558,0.651,0.001,1473187922.4909698963165283203125000,1473187922.4909698963165283203125000.bb08.l.png,1473187922.4909698963165283203125000.bb08.r.png
7757729.518,-363562.564,0.651,0.001,1473187922.5538249015808105468750000,1473187922.5538249015808105468750000.bb08.l.png,1473187922.5538249015808105468750000.bb08.r.png
7757729.500,-363562.574,0.651,0.001,1473187922.6181139945983886718750000,1473187922.6181139945983886718750000.bb08.l.png,1473187922.6181139945983886718750000.bb08.r.png
7757729.504,-363562.579,0.651,0.001,1473187922.6803140640258789062500000,1473187922.6803140640258789062500000.bb08.l.png,1473187922.6803140640258789062500000.bb08.r.png
7757729.504,-363562.581,0.651,0.001,1473187922.7406311035156250000000000,1473187922.7406311035156250000000000.bb08.l.png,1473187922.7406311035156250000000000.bb08.r.png
7757729.511,-363562.566,0.651,0.001,1473187922.8006920814514160156250000,1473187922.8006920814514160156250000.bb08.l.png,1473187922.8006920814514160156250000.bb08.r.png
7757729.508,-363562.568,0.651,0.001,1473187922.8603870868682861328125000,1473187922.8603870868682861328125000.bb08.l.png,1473187922.8603870868682861328125000.bb08.r.png
7757729.517,-363562.575,0.651,0.001,1473187922.9240300655364990234375000,1473187922.9240300655364990234375000.bb08.l.png,1473187922.9240300655364990234375000.bb08.r.png
7757729.546,-363562.577,0.651,0.001,1473187922.9865119457244873046875000,1473187922.9865119457244873046875000.bb08.l.png,1473187922.9865119457244873046875000.bb08.r.png
7757729.531,-363562.581,0.651,0.001,1473187923.0489869117736816406250000,1473187923.0489869117736816406250000.bb08.l.png,1473187923.0489869117736816406250000.bb08.r.png
7757729.531,-363562.584,0.651,0.001,1473187923.1113390922546386718750000,1473187923.1113390922546386718750000.bb08.l.png,1473187923.1113390922546386718750000.bb08.r.png
7757729.530,-363562.593,0.651,0.001,1473187923.1741909980773925781250000,1473187923.1741909980773925781250000.bb08.l.png,1473187923.1741909980773925781250000.bb08.r.png
7757729.531,-363562.610,0.651,0.001,1473187923.2374970912933349609375000,1473187923.2374970912933349609375000.bb08.l.png,1473187923.2374970912933349609375000.bb08.r.png
7757729.548,-363562.618,0.651,0.001,1473187923.3021390438079833984375000,1473187923.3021390438079833984375000.bb08.l.png,1473187923.3021390438079833984375000.bb08.r.png
7757729.559,-363562.628,0.651,0.001,1473187923.3708550930023193359375000,1473187923.3708550930023193359375000.bb08.l.png,1473187923.3708550930023193359375000.bb08.r.png
7757729.549,-363562.598,0.651,0.001,1473187923.4406599998474121093750000,1473187923.4406599998474121093750000.bb08.l.png,1473187923.4406599998474121093750000.bb08.r.png
7757729.540,-363562.594,0.651,0.001,1473187923.5038249492645263671875000,1473187923.5038249492645263671875000.bb08.l.png,1473187923.5038249492645263671875000.bb08.r.png
7757729.525,-363562.591,0.651,0.001,1473187923.5669600963592529296875000,1473187923.5669600963592529296875000.bb08.l.png,1473187923.5669600963592529296875000.bb08.r.png
7757729.538,-363562.595,0.651,0.001,1473187923.6279139518737792968750000,1473187923.6279139518737792968750000.bb08.l.png,1473187923.6279139518737792968750000.bb08.r.png
7757729.540,-363562.593,0.651,0.001,1473187923.6944100856781005859375000,1473187923.6944100856781005859375000.bb08.l.png,1473187923.6944100856781005859375000.bb08.r.png
7757729.526,-363562.590,0.651,0.001,1473187923.7576289176940917968750000,1473187923.7576289176940917968750000.bb08.l.png,1473187923.7576289176940917968750000.bb08.r.png
7757729.518,-363562.587,0.651,0.001,1473187923.8251950740814208984375000,1473187923.8251950740814208984375000.bb08.l.png,1473187923.8251950740814208984375000.bb08.r.png
7757729.515,-363562.585,0.651,0.001,1473187923.8884561061859130859375000,1473187923.8884561061859130859375000.bb08.l.png,1473187923.8884561061859130859375000.bb08.r.png
7757729.515,-363562.585,0.651,0.001,1473187923.9488239288330078125000000,1473187923.9488239288330078125000000.bb08.l.png,1473187923.9488239288330078125000000.bb08.r.png
7757729.525,-363562.585,0.651,0.001,1473187924.0094699859619140625000000,1473187924.0094699859619140625000000.bb08.l.png,1473187924.0094699859619140625000000.bb08.r.png
7757729.526,-363562.592,0.651,0.001,1473187924.0700380802154541015625000,1473187924.0700380802154541015625000.bb08.l.png,1473187924.0700380802154541015625000.bb08.r.png
7757729.511,-363562.581,0.651,0.001,1473187924.1360120773315429687500000,1473187924.1360120773315429687500000.bb08.l.png,1473187924.1360120773315429687500000.bb08.r.png
7757729.518,-363562.581,0.651,0.001,1473187924.1969299316406250000000000,1473187924.1969299316406250000000000.bb08.l.png,1473187924.1969299316406250000000000.bb08.r.png
7757729.512,-363562.584,0.651,0.001,1473187924.2573699951171875000000000,1473187924.2573699951171875000000000.bb08.l.png,1473187924.2573699951171875000000000.bb08.r.png
7757729.517,-363562.581,0.651,0.001,1473187924.3214359283447265625000000,1473187924.3214359283447265625000000.bb08.l.png,1473187924.3214359283447265625000000.bb08.r.png
7757729.515,-363562.571,0.651,0.001,1473187924.3843009471893310546875000,1473187924.3843009471893310546875000.bb08.l.png,1473187924.3843009471893310546875000.bb08.r.png
7757729.514,-363562.584,0.651,0.001,1473187924.4474759101867675781250000,1473187924.4474759101867675781250000.bb08.l.png,1473187924.4474759101867675781250000.bb08.r.png
7757729.504,-363562.586,0.651,0.001,1473187924.5184020996093750000000000,1473187924.5184020996093750000000000.bb08.l.png,1473187924.5184020996093750000000000.bb08.r.png
7757729.508,-363562.582,0.651,0.001,1473187924.5847120285034179687500000,1473187924.5847120285034179687500000.bb08.l.png,1473187924.5847120285034179687500000.bb08.r.png
7757729.510,-363562.580,0.651,0.001,1473187924.7216210365295410156250000,1473187924.7216210365295410156250000.bb08.l.png,1473187924.7216210365295410156250000.bb08.r.png
7757729.504,-363562.580,0.651,0.001,1473187924.8503310680389404296875000,1473187924.8503310680389404296875000.bb08.l.png,1473187924.8503310680389404296875000.bb08.r.png
7757729.510,-363562.580,0.651,0.001,1473187924.9781401157379150390625000,1473187924.9781401157379150390625000.bb08.l.png,1473187924.9781401157379150390625000.bb08.r.png
7757729.516,-363562.577,0.651,0.001,1473187925.0390760898590087890625000,1473187925.0390760898590087890625000.bb08.l.png,1473187925.0390760898590087890625000.bb08.r.png
7757729.514,-363562.578,0.651,0.001,1473187925.1669199466705322265625000,1473187925.1669199466705322265625000.bb08.l.png,1473187925.1669199466705322265625000.bb08.r.png
7757729.532,-363562.573,0.651,0.110,1473187925.2299311161041259765625000,1473187925.2299311161041259765625000.bb08.l.png,1473187925.2299311161041259765625000.bb08.r.png
7757729.541,-363562.575,0.651,0.322,1473187925.2898969650268554687500000,1473187925.2898969650268554687500000.bb08.l.png,1473187925.2898969650268554687500000.bb08.r.png
7757729.554,-363562.558,0.651,0.410,1473187925.3500759601593017578125000,1473187925.3500759601593017578125000.bb08.l.png,1473187925.3500759601593017578125000.bb08.r.png
7757729.564,-363562.551,0.652,0.487,1473187925.4104099273681640625000000,1473187925.4104099273681640625000000.bb08.l.png,1473187925.4104099273681640625000000.bb08.r.png
7757729.580,-363562.532,0.652,0.558,1473187925.4712979793548583984375000,1473187925.4712979793548583984375000.bb08.l.png,1473187925.4712979793548583984375000.bb08.r.png
7757729.635,-363562.470,0.652,0.729,1473187925.5315139293670654296875000,1473187925.5315139293670654296875000.bb08.l.png,1473187925.5315139293670654296875000.bb08.r.png
7757729.694,-363562.435,0.652,0.780,1473187925.5914471149444580078125000,1473187925.5914471149444580078125000.bb08.l.png,1473187925.5914471149444580078125000.bb08.r.png
7757729.742,-363562.395,0.652,0.837,1473187925.6512138843536376953125000,1473187925.6512138843536376953125000.bb08.l.png,1473187925.6512138843536376953125000.bb08.r.png
7757729.789,-363562.355,0.651,0.918,1473187925.7137050628662109375000000,1473187925.7137050628662109375000000.bb08.l.png,1473187925.7137050628662109375000000.bb08.r.png
7757729.931,-363562.233,0.650,1.065,1473187925.7775809764862060546875000,1473187925.7775809764862060546875000.bb08.l.png,1473187925.7775809764862060546875000.bb08.r.png
7757729.976,-363562.202,0.649,1.114,1473187925.8411729335784912109375000,1473187925.8411729335784912109375000.bb08.l.png,1473187925.8411729335784912109375000.bb08.r.png
7757730.034,-363562.159,0.649,1.233,1473187925.9016830921173095703125000,1473187925.9016830921173095703125000.bb08.l.png,1473187925.9016830921173095703125000.bb08.r.png
7757730.093,-363562.110,0.649,1.317,1473187925.9622941017150878906250000,1473187925.9622941017150878906250000.bb08.l.png,1473187925.9622941017150878906250000.bb08.r.png
7757730.164,-363562.055,0.649,1.387,1473187926.0229330062866210937500000,1473187926.0229330062866210937500000.bb08.l.png,1473187926.0229330062866210937500000.bb08.r.png
7757730.271,-363561.982,0.651,1.542,1473187926.0832879543304443359375000,1473187926.0832879543304443359375000.bb08.l.png,1473187926.0832879543304443359375000.bb08.r.png
7757730.347,-363561.925,0.653,1.640,1473187926.1433439254760742187500000,1473187926.1433439254760742187500000.bb08.l.png,1473187926.1433439254760742187500000.bb08.r.png
7757730.431,-363561.854,0.654,1.704,1473187926.2034130096435546875000000,1473187926.2034130096435546875000000.bb08.l.png,1473187926.2034130096435546875000000.bb08.r.png
7757730.518,-363561.785,0.655,1.776,1473187926.2641279697418212890625000,1473187926.2641279697418212890625000.bb08.l.png,1473187926.2641279697418212890625000.bb08.r.png
7757730.588,-363561.727,0.656,1.846,1473187926.3254179954528808593750000,1473187926.3254179954528808593750000.bb08.l.png,1473187926.3254179954528808593750000.bb08.r.png
7757730.696,-363561.665,0.660,2.033,1473187926.3882460594177246093750000,1473187926.3882460594177246093750000.bb08.l.png,1473187926.3882460594177246093750000.bb08.r.png
7757730.819,-363561.572,0.661,2.116,1473187926.4525980949401855468750000,1473187926.4525980949401855468750000.bb08.l.png,1473187926.4525980949401855468750000.bb08.r.png
7757730.917,-363561.494,0.663,2.216,1473187926.5125930309295654296875000,1473187926.5125930309295654296875000.bb08.l.png,1473187926.5125930309295654296875000.bb08.r.png
7757731.029,-363561.396,0.665,2.264,1473187926.5729990005493164062500000,1473187926.5729990005493164062500000.bb08.l.png,1473187926.5729990005493164062500000.bb08.r.png
7757731.161,-363561.303,0.669,2.420,1473187926.6373128890991210937500000,1473187926.6373128890991210937500000.bb08.l.png,1473187926.6373128890991210937500000.bb08.r.png
7757731.267,-363561.216,0.670,2.535,1473187926.6995389461517333984375000,1473187926.6995389461517333984375000.bb08.l.png,1473187926.6995389461517333984375000.bb08.r.png
7757731.391,-363561.112,0.672,2.630,1473187926.7621870040893554687500000,1473187926.7621870040893554687500000.bb08.l.png,1473187926.7621870040893554687500000.bb08.r.png
7757731.541,-363561.007,0.675,2.774,1473187926.8244380950927734375000000,1473187926.8244380950927734375000000.bb08.l.png,1473187926.8244380950927734375000000.bb08.r.png
7757731.687,-363560.891,0.676,2.837,1473187926.8878579139709472656250000,1473187926.8878579139709472656250000.bb08.l.png,1473187926.8878579139709472656250000.bb08.r.png
7757731.815,-363560.791,0.676,2.899,1473187926.9504580497741699218750000,1473187926.9504580497741699218750000.bb08.l.png,1473187926.9504580497741699218750000.bb08.r.png
7757731.978,-363560.661,0.677,2.955,1473187927.0163309574127197265625000,1473187927.0163309574127197265625000.bb08.l.png,1473187927.0163309574127197265625000.bb08.r.png
7757732.141,-363560.543,0.677,3.109,1473187927.0771839618682861328125000,1473187927.0771839618682861328125000.bb08.l.png,1473187927.0771839618682861328125000.bb08.r.png
7757732.292,-363560.424,0.677,3.151,1473187927.1375219821929931640625000,1473187927.1375219821929931640625000.bb08.l.png,1473187927.1375219821929931640625000.bb08.r.png
7757732.439,-363560.311,0.677,3.209,1473187927.1976730823516845703125000,1473187927.1976730823516845703125000.bb08.l.png,1473187927.1976730823516845703125000.bb08.r.png
7757732.585,-363560.203,0.678,3.266,1473187927.2577779293060302734375000,1473187927.2577779293060302734375000.bb08.l.png,1473187927.2577779293060302734375000.bb08.r.png
7757732.760,-363560.067,0.677,3.379,1473187927.3219079971313476562500000,1473187927.3219079971313476562500000.bb08.l.png,1473187927.3219079971313476562500000.bb08.r.png
7757732.928,-363559.928,0.677,3.511,1473187927.3844029903411865234375000,1473187927.3844029903411865234375000.bb08.l.png,1473187927.3844029903411865234375000.bb08.r.png
7757733.092,-363559.798,0.677,3.479,1473187927.4473750591278076171875000,1473187927.4473750591278076171875000.bb08.l.png,1473187927.4473750591278076171875000.bb08.r.png
7757733.273,-363559.655,0.677,3.616,1473187927.5095291137695312500000000,1473187927.5095291137695312500000000.bb08.l.png,1473187927.5095291137695312500000000.bb08.r.png
7757733.461,-363559.504,0.678,3.705,1473187927.5718400478363037109375000,1473187927.5718400478363037109375000.bb08.l.png,1473187927.5718400478363037109375000.bb08.r.png
7757733.644,-363559.365,0.678,3.804,1473187927.6338651180267333984375000,1473187927.6338651180267333984375000.bb08.l.png,1473187927.6338651180267333984375000.bb08.r.png
7757733.810,-363559.238,0.678,3.840,1473187927.6968500614166259765625000,1473187927.6968500614166259765625000.bb08.l.png,1473187927.6968500614166259765625000.bb08.r.png
7757733.995,-363559.090,0.678,3.930,1473187927.7595770359039306640625000,1473187927.7595770359039306640625000.bb08.l.png,1473187927.7595770359039306640625000.bb08.r.png
7757734.123,-363558.974,0.679,3.984,1473187927.8226220607757568359375000,1473187927.8226220607757568359375000.bb08.l.png,1473187927.8226220607757568359375000.bb08.r.png
7757734.329,-363558.814,0.679,4.072,1473187927.8857429027557373046875000,1473187927.8857429027557373046875000.bb08.l.png,1473187927.8857429027557373046875000.bb08.r.png
7757734.528,-363558.656,0.680,4.112,1473187927.9494750499725341796875000,1473187927.9494750499725341796875000.bb08.l.png,1473187927.9494750499725341796875000.bb08.r.png
7757734.733,-363558.495,0.679,4.206,1473187928.0127379894256591796875000,1473187928.0127379894256591796875000.bb08.l.png,1473187928.0127379894256591796875000.bb08.r.png
7757734.956,-363558.325,0.680,4.316,1473187928.0769309997558593750000000,1473187928.0769309997558593750000000.bb08.l.png,1473187928.0769309997558593750000000.bb08.r.png
7757735.159,-363558.167,0.681,4.353,1473187928.1396570205688476562500000,1473187928.1396570205688476562500000.bb08.l.png,1473187928.1396570205688476562500000.bb08.r.png
7757735.388,-363557.993,0.682,4.364,1473187928.2049989700317382812500000,1473187928.2049989700317382812500000.bb08.l.png,1473187928.2049989700317382812500000.bb08.r.png
7757735.605,-363557.814,0.682,4.520,1473187928.2669589519500732421875000,1473187928.2669589519500732421875000.bb08.l.png,1473187928.2669589519500732421875000.bb08.r.png
7757735.823,-363557.659,0.683,4.570,1473187928.3272199630737304687500000,1473187928.3272199630737304687500000.bb08.l.png,1473187928.3272199630737304687500000.bb08.r.png
7757736.043,-363557.470,0.684,4.658,1473187928.3908050060272216796875000,1473187928.3908050060272216796875000.bb08.l.png,1473187928.3908050060272216796875000.bb08.r.png
7757736.267,-363557.286,0.685,4.658,1473187928.4549179077148437500000000,1473187928.4549179077148437500000000.bb08.l.png,1473187928.4549179077148437500000000.bb08.r.png
7757736.483,-363557.123,0.686,4.694,1473187928.5157639980316162109375000,1473187928.5157639980316162109375000.bb08.l.png,1473187928.5157639980316162109375000.bb08.r.png
7757736.678,-363556.958,0.685,4.673,1473187928.5764379501342773437500000,1473187928.5764379501342773437500000.bb08.l.png,1473187928.5764379501342773437500000.bb08.r.png
7757736.925,-363556.749,0.686,4.789,1473187928.6408190727233886718750000,1473187928.6408190727233886718750000.bb08.l.png,1473187928.6408190727233886718750000.bb08.r.png
7757737.150,-363556.568,0.686,4.897,1473187928.7011740207672119140625000,1473187928.7011740207672119140625000.bb08.l.png,1473187928.7011740207672119140625000.bb08.r.png
7757737.372,-363556.399,0.687,4.898,1473187928.7610380649566650390625000,1473187928.7610380649566650390625000.bb08.l.png,1473187928.7610380649566650390625000.bb08.r.png
7757737.616,-363556.209,0.688,5.047,1473187928.8244509696960449218750000,1473187928.8244509696960449218750000.bb08.l.png,1473187928.8244509696960449218750000.bb08.r.png
7757737.855,-363556.008,0.688,5.039,1473187928.8875980377197265625000000,1473187928.8875980377197265625000000.bb08.l.png,1473187928.8875980377197265625000000.bb08.r.png
7757738.101,-363555.803,0.687,5.143,1473187928.9499869346618652343750000,1473187928.9499869346618652343750000.bb08.l.png,1473187928.9499869346618652343750000.bb08.r.png
7757738.343,-363555.609,0.686,5.146,1473187929.0121920108795166015625000,1473187929.0121920108795166015625000.bb08.l.png,1473187929.0121920108795166015625000.bb08.r.png
7757738.634,-363555.387,0.688,5.221,1473187929.0810089111328125000000000,1473187929.0810089111328125000000000.bb08.l.png,1473187929.0810089111328125000000000.bb08.r.png
7757738.890,-363555.186,0.688,5.281,1473187929.1447570323944091796875000,1473187929.1447570323944091796875000.bb08.l.png,1473187929.1447570323944091796875000.bb08.r.png
7757739.136,-363554.994,0.688,5.329,1473187929.2068719863891601562500000,1473187929.2068719863891601562500000.bb08.l.png,1473187929.2068719863891601562500000.bb08.r.png
7757739.377,-363554.799,0.688,5.393,1473187929.2691090106964111328125000,1473187929.2691090106964111328125000.bb08.l.png,1473187929.2691090106964111328125000.bb08.r.png
7757739.555,-363554.635,0.686,5.383,1473187929.3324539661407470703125000,1473187929.3324539661407470703125000.bb08.l.png,1473187929.3324539661407470703125000.bb08.r.png
7757739.789,-363554.447,0.686,5.480,1473187929.3959128856658935546875000,1473187929.3959128856658935546875000.bb08.l.png,1473187929.3959128856658935546875000.bb08.r.png
7757739.985,-363554.282,0.685,5.431,1473187929.4605059623718261718750000,1473187929.4605059623718261718750000.bb08.l.png,1473187929.4605059623718261718750000.bb08.r.png
7757740.130,-363554.151,0.684,5.543,1473187929.5282111167907714843750000,1473187929.5282111167907714843750000.bb08.l.png,1473187929.5282111167907714843750000.bb08.r.png
7757740.349,-363553.970,0.684,5.651,1473187929.5910120010375976562500000,1473187929.5910120010375976562500000.bb08.l.png,1473187929.5910120010375976562500000.bb08.r.png
7757740.586,-363553.775,0.683,5.681,1473187929.6534008979797363281250000,1473187929.6534008979797363281250000.bb08.l.png,1473187929.6534008979797363281250000.bb08.r.png
