x, y, theta, v, timestamp, left_img, right_img
7757889.953,-363586.456,-0.709,8.500,1397835395.2381539344787597656250000,1397835395.2381539344787597656250000.bb08.l.png,1397835395.2381539344787597656250000.bb08.r.png
7757890.747,-363587.176,-0.711,8.677,1397835395.3632199764251708984375000,1397835395.3632199764251708984375000.bb08.l.png,1397835395.3632199764251708984375000.bb08.r.png
7757891.496,-363587.826,-0.710,8.814,1397835395.4882109165191650390625000,1397835395.4882109165191650390625000.bb08.l.png,1397835395.4882109165191650390625000.bb08.r.png
7757892.277,-363588.522,-0.717,8.650,1397835395.6132359504699707031250000,1397835395.6132359504699707031250000.bb08.l.png,1397835395.6132359504699707031250000.bb08.r.png
7757893.089,-363589.219,-0.722,8.706,1397835395.7381920814514160156250000,1397835395.7381920814514160156250000.bb08.l.png,1397835395.7381920814514160156250000.bb08.r.png
7757893.884,-363589.933,-0.724,8.884,1397835395.8632140159606933593750000,1397835395.8632140159606933593750000.bb08.l.png,1397835395.8632140159606933593750000.bb08.r.png
7757894.668,-363590.622,-0.713,8.754,1397835395.9881958961486816406250000,1397835395.9881958961486816406250000.bb08.l.png,1397835395.9881958961486816406250000.bb08.r.png
7757895.458,-363591.367,-0.719,8.877,1397835396.1132619380950927734375000,1397835396.1132619380950927734375000.bb08.l.png,1397835396.1132619380950927734375000.bb08.r.png
7757896.232,-363592.049,-0.717,8.886,1397835396.2381119728088378906250000,1397835396.2381119728088378906250000.bb08.l.png,1397835396.2381119728088378906250000.bb08.r.png
7757897.028,-363592.769,-0.717,8.841,1397835396.3631370067596435546875000,1397835396.3631370067596435546875000.bb08.l.png,1397835396.3631370067596435546875000.bb08.r.png
7757897.849,-363593.479,-0.716,8.830,1397835396.4882490634918212890625000,1397835396.4882490634918212890625000.bb08.l.png,1397835396.4882490634918212890625000.bb08.r.png
7757898.620,-363594.178,-0.711,8.989,1397835396.6132290363311767578125000,1397835396.6132290363311767578125000.bb08.l.png,1397835396.6132290363311767578125000.bb08.r.png
7757899.438,-363594.907,-0.714,9.039,1397835396.7382090091705322265625000,1397835396.7382090091705322265625000.bb08.l.png,1397835396.7382090091705322265625000.bb08.r.png
7757900.272,-363595.641,-0.716,9.088,1397835396.8632130622863769531250000,1397835396.8632130622863769531250000.bb08.l.png,1397835396.8632130622863769531250000.bb08.r.png
7757901.049,-363596.329,-0.710,9.059,1397835396.9882309436798095703125000,1397835396.9882309436798095703125000.bb08.l.png,1397835396.9882309436798095703125000.bb08.r.png
7757901.892,-363597.047,-0.710,9.050,1397835397.1132349967956542968750000,1397835397.1132349967956542968750000.bb08.l.png,1397835397.1132349967956542968750000.bb08.r.png
7757902.674,-363597.734,-0.708,9.113,1397835397.2382009029388427734375000,1397835397.2382009029388427734375000.bb08.l.png,1397835397.2382009029388427734375000.bb08.r.png
7757903.535,-363598.500,-0.713,9.210,1397835397.3632400035858154296875000,1397835397.3632400035858154296875000.bb08.l.png,1397835397.3632400035858154296875000.bb08.r.png
7757904.371,-363599.237,-0.710,9.142,1397835397.4882349967956542968750000,1397835397.4882349967956542968750000.bb08.l.png,1397835397.4882349967956542968750000.bb08.r.png
7757905.213,-363599.963,-0.713,9.174,1397835397.6131889820098876953125000,1397835397.6131889820098876953125000.bb08.l.png,1397835397.6131889820098876953125000.bb08.r.png
7757906.007,-363600.689,-0.712,9.268,1397835397.7382080554962158203125000,1397835397.7382080554962158203125000.bb08.l.png,1397835397.7382080554962158203125000.bb08.r.png
7757906.817,-363601.406,-0.710,9.308,1397835397.8632080554962158203125000,1397835397.8632080554962158203125000.bb08.l.png,1397835397.8632080554962158203125000.bb08.r.png
7757907.682,-363602.158,-0.714,9.293,1397835397.9882299900054931640625000,1397835397.9882299900054931640625000.bb08.l.png,1397835397.9882299900054931640625000.bb08.r.png
7757908.538,-363602.921,-0.713,9.281,1397835398.1132290363311767578125000,1397835398.1132290363311767578125000.bb08.l.png,1397835398.1132290363311767578125000.bb08.r.png
7757909.344,-363603.635,-0.714,9.290,1397835398.2382149696350097656250000,1397835398.2382149696350097656250000.bb08.l.png,1397835398.2382149696350097656250000.bb08.r.png
7757910.201,-363604.383,-0.715,9.353,1397835398.3632240295410156250000000,1397835398.3632240295410156250000000.bb08.l.png,1397835398.3632240295410156250000000.bb08.r.png
7757911.036,-363605.141,-0.712,9.380,1397835398.4882218837738037109375000,1397835398.4882218837738037109375000.bb08.l.png,1397835398.4882218837738037109375000.bb08.r.png
7757911.923,-363605.908,-0.712,9.380,1397835398.6132290363311767578125000,1397835398.6132290363311767578125000.bb08.l.png,1397835398.6132290363311767578125000.bb08.r.png
