x, y, theta, v, timestamp, left_img, right_img
7757742.104,-363552.668,0.679,5.325,1472823538.3900589942932128906250000,1472823538.3900589942932128906250000.bb08.l.png,1472823538.3900589942932128906250000.bb08.r.png
7757742.832,-363552.087,0.677,5.513,1472823538.5619089603424072265625000,1472823538.5619089603424072265625000.bb08.l.png,1472823538.5619089603424072265625000.bb08.r.png
7757743.194,-363551.796,0.677,5.513,1472823538.6461660861968994140625000,1472823538.6461660861968994140625000.bb08.l.png,1472823538.6461660861968994140625000.bb08.r.png
7757743.888,-363551.249,0.677,5.629,1472823538.8125100135803222656250000,1472823538.8125100135803222656250000.bb08.l.png,1472823538.8125100135803222656250000.bb08.r.png
7757744.716,-363550.609,0.678,5.897,1472823538.9805080890655517578125000,1472823538.9805080890655517578125000.bb08.l.png,1472823538.9805080890655517578125000.bb08.r.png
7757745.484,-363549.991,0.678,5.897,1472823539.1476690769195556640625000,1472823539.1476690769195556640625000.bb08.l.png,1472823539.1476690769195556640625000.bb08.r.png
7757746.191,-363549.445,0.678,6.137,1472823539.2358999252319335937500000,1472823539.2358999252319335937500000.bb08.l.png,1472823539.2358999252319335937500000.bb08.r.png
7757746.585,-363549.128,0.678,6.137,1472823539.3184680938720703125000000,1472823539.3184680938720703125000000.bb08.l.png,1472823539.3184680938720703125000000.bb08.r.png
7757747.055,-363548.768,0.677,6.275,1472823539.4022870063781738281250000,1472823539.4022870063781738281250000.bb08.l.png,1472823539.4022870063781738281250000.bb08.r.png
7757747.534,-363548.395,0.677,6.303,1472823539.4955720901489257812500000,1472823539.4955720901489257812500000.bb08.l.png,1472823539.4955720901489257812500000.bb08.r.png
7757747.973,-363548.066,0.675,6.404,1472823539.5800030231475830078125000,1472823539.5800030231475830078125000.bb08.l.png,1472823539.5800030231475830078125000.bb08.r.png
7757748.370,-363547.750,0.674,6.503,1472823539.6634430885314941406250000,1472823539.6634430885314941406250000.bb08.l.png,1472823539.6634430885314941406250000.bb08.r.png
7757748.790,-363547.437,0.674,6.589,1472823539.7471420764923095703125000,1472823539.7471420764923095703125000.bb08.l.png,1472823539.7471420764923095703125000.bb08.r.png
7757749.216,-363547.095,0.674,6.603,1472823539.8303840160369873046875000,1472823539.8303840160369873046875000.bb08.l.png,1472823539.8303840160369873046875000.bb08.r.png
7757749.633,-363546.767,0.672,6.648,1472823539.9137639999389648437500000,1472823539.9137639999389648437500000.bb08.l.png,1472823539.9137639999389648437500000.bb08.r.png
7757750.069,-363546.426,0.672,6.742,1472823539.9977099895477294921875000,1472823539.9977099895477294921875000.bb08.l.png,1472823539.9977099895477294921875000.bb08.r.png
7757750.492,-363546.096,0.673,6.677,1472823540.0808129310607910156250000,1472823540.0808129310607910156250000.bb08.l.png,1472823540.0808129310607910156250000.bb08.r.png
7757751.009,-363545.694,0.673,6.745,1472823540.1796290874481201171875000,1472823540.1796290874481201171875000.bb08.l.png,1472823540.1796290874481201171875000.bb08.r.png
7757751.498,-363545.304,0.673,6.794,1472823540.2704761028289794921875000,1472823540.2704761028289794921875000.bb08.l.png,1472823540.2704761028289794921875000.bb08.r.png
7757751.966,-363544.953,0.673,6.917,1472823540.3577220439910888671875000,1472823540.3577220439910888671875000.bb08.l.png,1472823540.3577220439910888671875000.bb08.r.png
7757752.404,-363544.613,0.673,6.956,1472823540.4449150562286376953125000,1472823540.4449150562286376953125000.bb08.l.png,1472823540.4449150562286376953125000.bb08.r.png
7757752.851,-363544.263,0.674,7.014,1472823540.5281751155853271484375000,1472823540.5281751155853271484375000.bb08.l.png,1472823540.5281751155853271484375000.bb08.r.png
7757753.325,-363543.905,0.675,7.059,1472823540.6123878955841064453125000,1472823540.6123878955841064453125000.bb08.l.png,1472823540.6123878955841064453125000.bb08.r.png
7757753.822,-363543.507,0.675,7.128,1472823540.7022109031677246093750000,1472823540.7022109031677246093750000.bb08.l.png,1472823540.7022109031677246093750000.bb08.r.png
7757754.318,-363543.110,0.675,7.128,1472823540.7931439876556396484375000,1472823540.7931439876556396484375000.bb08.l.png,1472823540.7931439876556396484375000.bb08.r.png
7757754.799,-363542.731,0.677,7.218,1472823540.8783400058746337890625000,1472823540.8783400058746337890625000.bb08.l.png,1472823540.8783400058746337890625000.bb08.r.png
7757755.294,-363542.357,0.678,7.274,1472823540.9686019420623779296875000,1472823540.9686019420623779296875000.bb08.l.png,1472823540.9686019420623779296875000.bb08.r.png
7757755.791,-363541.962,0.676,7.256,1472823541.0531980991363525390625000,1472823541.0531980991363525390625000.bb08.l.png,1472823541.0531980991363525390625000.bb08.r.png
7757756.292,-363541.566,0.677,7.460,1472823541.1365499496459960937500000,1472823541.1365499496459960937500000.bb08.l.png,1472823541.1365499496459960937500000.bb08.r.png
7757756.782,-363541.174,0.677,7.442,1472823541.2203590869903564453125000,1472823541.2203590869903564453125000.bb08.l.png,1472823541.2203590869903564453125000.bb08.r.png
7757757.251,-363540.818,0.677,7.470,1472823541.3036670684814453125000000,1472823541.3036670684814453125000000.bb08.l.png,1472823541.3036670684814453125000000.bb08.r.png
7757757.727,-363540.426,0.678,7.391,1472823541.3890058994293212890625000,1472823541.3890058994293212890625000.bb08.l.png,1472823541.3890058994293212890625000.bb08.r.png
7757758.207,-363540.045,0.678,7.536,1472823541.4722199440002441406250000,1472823541.4722199440002441406250000.bb08.l.png,1472823541.4722199440002441406250000.bb08.r.png
7757758.684,-363539.677,0.678,7.604,1472823541.5554790496826171875000000,1472823541.5554790496826171875000000.bb08.l.png,1472823541.5554790496826171875000000.bb08.r.png
7757759.166,-363539.311,0.676,7.577,1472823541.6380319595336914062500000,1472823541.6380319595336914062500000.bb08.l.png,1472823541.6380319595336914062500000.bb08.r.png
7757759.662,-363538.916,0.676,7.588,1472823541.7210209369659423828125000,1472823541.7210209369659423828125000.bb08.l.png,1472823541.7210209369659423828125000.bb08.r.png
7757760.163,-363538.512,0.677,7.671,1472823541.8075869083404541015625000,1472823541.8075869083404541015625000.bb08.l.png,1472823541.8075869083404541015625000.bb08.r.png
7757760.640,-363538.128,0.677,7.652,1472823541.8907790184020996093750000,1472823541.8907790184020996093750000.bb08.l.png,1472823541.8907790184020996093750000.bb08.r.png
7757761.178,-363537.713,0.679,7.603,1472823541.9808089733123779296875000,1472823541.9808089733123779296875000.bb08.l.png,1472823541.9808089733123779296875000.bb08.r.png
7757761.654,-363537.343,0.677,7.650,1472823542.0648159980773925781250000,1472823542.0648159980773925781250000.bb08.l.png,1472823542.0648159980773925781250000.bb08.r.png
7757762.168,-363536.923,0.676,7.790,1472823542.1497159004211425781250000,1472823542.1497159004211425781250000.bb08.l.png,1472823542.1497159004211425781250000.bb08.r.png
7757762.777,-363536.446,0.675,7.816,1472823542.2353188991546630859375000,1472823542.2353188991546630859375000.bb08.l.png,1472823542.2353188991546630859375000.bb08.r.png
7757763.365,-363535.977,0.673,7.728,1472823542.3188090324401855468750000,1472823542.3188090324401855468750000.bb08.l.png,1472823542.3188090324401855468750000.bb08.r.png
7757763.997,-363535.491,0.671,7.888,1472823542.4017579555511474609375000,1472823542.4017579555511474609375000.bb08.l.png,1472823542.4017579555511474609375000.bb08.r.png
7757764.609,-363535.009,0.669,7.917,1472823542.4899740219116210937500000,1472823542.4899740219116210937500000.bb08.l.png,1472823542.4899740219116210937500000.bb08.r.png
7757765.183,-363534.556,0.669,7.853,1472823542.5855228900909423828125000,1472823542.5855228900909423828125000.bb08.l.png,1472823542.5855228900909423828125000.bb08.r.png
7757765.796,-363534.097,0.665,7.995,1472823542.6764221191406250000000000,1472823542.6764221191406250000000000.bb08.l.png,1472823542.6764221191406250000000000.bb08.r.png
7757766.387,-363533.644,0.663,7.926,1472823542.7659809589385986328125000,1472823542.7659809589385986328125000.bb08.l.png,1472823542.7659809589385986328125000.bb08.r.png
7757766.994,-363533.182,0.659,7.834,1472823542.8648118972778320312500000,1472823542.8648118972778320312500000.bb08.l.png,1472823542.8648118972778320312500000.bb08.r.png
7757767.572,-363532.780,0.652,7.999,1472823542.9509479999542236328125000,1472823542.9509479999542236328125000.bb08.l.png,1472823542.9509479999542236328125000.bb08.r.png
7757768.166,-363532.356,0.646,8.093,1472823543.0386109352111816406250000,1472823543.0386109352111816406250000.bb08.l.png,1472823543.0386109352111816406250000.bb08.r.png
7757768.726,-363531.949,0.640,8.151,1472823543.1265220642089843750000000,1472823543.1265220642089843750000000.bb08.l.png,1472823543.1265220642089843750000000.bb08.r.png
7757769.246,-363531.570,0.633,8.095,1472823543.2098789215087890625000000,1472823543.2098789215087890625000000.bb08.l.png,1472823543.2098789215087890625000000.bb08.r.png
7757769.790,-363531.189,0.626,8.117,1472823543.2953329086303710937500000,1472823543.2953329086303710937500000.bb08.l.png,1472823543.2953329086303710937500000.bb08.r.png
7757770.351,-363530.792,0.616,8.013,1472823543.3830370903015136718750000,1472823543.3830370903015136718750000.bb08.l.png,1472823543.3830370903015136718750000.bb08.r.png
7757770.964,-363530.377,0.611,8.070,1472823543.4751360416412353515625000,1472823543.4751360416412353515625000.bb08.l.png,1472823543.4751360416412353515625000.bb08.r.png
7757771.568,-363529.984,0.603,8.133,1472823543.5616900920867919921875000,1472823543.5616900920867919921875000.bb08.l.png,1472823543.5616900920867919921875000.bb08.r.png
7757772.115,-363529.634,0.594,8.261,1472823543.6452798843383789062500000,1472823543.6452798843383789062500000.bb08.l.png,1472823543.6452798843383789062500000.bb08.r.png
7757772.654,-363529.286,0.587,8.164,1472823543.7280108928680419921875000,1472823543.7280108928680419921875000.bb08.l.png,1472823543.7280108928680419921875000.bb08.r.png
7757773.209,-363528.935,0.577,8.099,1472823543.8112249374389648437500000,1472823543.8112249374389648437500000.bb08.l.png,1472823543.8112249374389648437500000.bb08.r.png
7757773.800,-363528.571,0.560,8.224,1472823543.8971478939056396484375000,1472823543.8971478939056396484375000.bb08.l.png,1472823543.8971478939056396484375000.bb08.r.png
7757774.380,-363528.207,0.545,8.231,1472823543.9827859401702880859375000,1472823543.9827859401702880859375000.bb08.l.png,1472823543.9827859401702880859375000.bb08.r.png
7757774.975,-363527.857,0.537,8.248,1472823544.0692610740661621093750000,1472823544.0692610740661621093750000.bb08.l.png,1472823544.0692610740661621093750000.bb08.r.png
7757775.496,-363527.559,0.522,8.189,1472823544.1524119377136230468750000,1472823544.1524119377136230468750000.bb08.l.png,1472823544.1524119377136230468750000.bb08.r.png
7757776.127,-363527.209,0.505,8.246,1472823544.2464780807495117187500000,1472823544.2464780807495117187500000.bb08.l.png,1472823544.2464780807495117187500000.bb08.r.png
7757776.714,-363526.891,0.494,8.100,1472823544.3320078849792480468750000,1472823544.3320078849792480468750000.bb08.l.png,1472823544.3320078849792480468750000.bb08.r.png
7757777.256,-363526.624,0.480,8.401,1472823544.4163041114807128906250000,1472823544.4163041114807128906250000.bb08.l.png,1472823544.4163041114807128906250000.bb08.r.png
7757777.829,-363526.344,0.456,8.339,1472823544.5005650520324707031250000,1472823544.5005650520324707031250000.bb08.l.png,1472823544.5005650520324707031250000.bb08.r.png
7757778.432,-363526.075,0.436,8.467,1472823544.5840721130371093750000000,1472823544.5840721130371093750000000.bb08.l.png,1472823544.5840721130371093750000000.bb08.r.png
7757779.047,-363525.803,0.426,8.365,1472823544.6700270175933837890625000,1472823544.6700270175933837890625000.bb08.l.png,1472823544.6700270175933837890625000.bb08.r.png
7757779.681,-363525.534,0.411,8.329,1472823544.7541680335998535156250000,1472823544.7541680335998535156250000.bb08.l.png,1472823544.7541680335998535156250000.bb08.r.png
7757780.362,-363525.272,0.391,8.353,1472823544.8430910110473632812500000,1472823544.8430910110473632812500000.bb08.l.png,1472823544.8430910110473632812500000.bb08.r.png
7757781.015,-363525.014,0.382,8.363,1472823544.9302940368652343750000000,1472823544.9302940368652343750000000.bb08.l.png,1472823544.9302940368652343750000000.bb08.r.png
7757781.678,-363524.770,0.363,8.420,1472823545.0145449638366699218750000,1472823545.0145449638366699218750000.bb08.l.png,1472823545.0145449638366699218750000.bb08.r.png
7757782.322,-363524.548,0.345,8.470,1472823545.0982589721679687500000000,1472823545.0982589721679687500000000.bb08.l.png,1472823545.0982589721679687500000000.bb08.r.png
7757782.906,-363524.356,0.328,8.559,1472823545.1821959018707275390625000,1472823545.1821959018707275390625000.bb08.l.png,1472823545.1821959018707275390625000.bb08.r.png
7757783.641,-363524.117,0.319,8.645,1472823545.2746040821075439453125000,1472823545.2746040821075439453125000.bb08.l.png,1472823545.2746040821075439453125000.bb08.r.png
7757784.289,-363523.927,0.303,8.497,1472823545.3590869903564453125000000,1472823545.3590869903564453125000000.bb08.l.png,1472823545.3590869903564453125000000.bb08.r.png
7757784.944,-363523.736,0.287,8.641,1472823545.4473659992218017578125000,1472823545.4473659992218017578125000.bb08.l.png,1472823545.4473659992218017578125000.bb08.r.png
7757785.632,-363523.551,0.269,8.649,1472823545.5338969230651855468750000,1472823545.5338969230651855468750000.bb08.l.png,1472823545.5338969230651855468750000.bb08.r.png
7757786.294,-363523.375,0.261,8.536,1472823545.6170639991760253906250000,1472823545.6170639991760253906250000.bb08.l.png,1472823545.6170639991760253906250000.bb08.r.png
7757786.963,-363523.212,0.244,8.550,1472823545.7009820938110351562500000,1472823545.7009820938110351562500000.bb08.l.png,1472823545.7009820938110351562500000.bb08.r.png
7757787.639,-363523.055,0.228,8.642,1472823545.7843890190124511718750000,1472823545.7843890190124511718750000.bb08.l.png,1472823545.7843890190124511718750000.bb08.r.png
7757788.360,-363522.894,0.220,8.642,1472823545.8678660392761230468750000,1472823545.8678660392761230468750000.bb08.l.png,1472823545.8678660392761230468750000.bb08.r.png
7757789.141,-363522.746,0.202,8.728,1472823545.9589750766754150390625000,1472823545.9589750766754150390625000.bb08.l.png,1472823545.9589750766754150390625000.bb08.r.png
7757789.840,-363522.603,0.185,8.602,1472823546.0482690334320068359375000,1472823546.0482690334320068359375000.bb08.l.png,1472823546.0482690334320068359375000.bb08.r.png
7757790.581,-363522.471,0.169,8.745,1472823546.1373078823089599609375000,1472823546.1373078823089599609375000.bb08.l.png,1472823546.1373078823089599609375000.bb08.r.png
7757791.297,-363522.353,0.162,8.757,1472823546.2207190990447998046875000,1472823546.2207190990447998046875000.bb08.l.png,1472823546.2207190990447998046875000.bb08.r.png
7757792.034,-363522.264,0.145,8.721,1472823546.3081710338592529296875000,1472823546.3081710338592529296875000.bb08.l.png,1472823546.3081710338592529296875000.bb08.r.png
7757792.791,-363522.171,0.128,8.894,1472823546.3919880390167236328125000,1472823546.3919880390167236328125000.bb08.l.png,1472823546.3919880390167236328125000.bb08.r.png
7757793.554,-363522.079,0.119,8.984,1472823546.4781041145324707031250000,1472823546.4781041145324707031250000.bb08.l.png,1472823546.4781041145324707031250000.bb08.r.png
7757794.250,-363522.000,0.102,8.925,1472823546.5649299621582031250000000,1472823546.5649299621582031250000000.bb08.l.png,1472823546.5649299621582031250000000.bb08.r.png
7757795.011,-363521.924,0.084,8.704,1472823546.6515059471130371093750000,1472823546.6515059471130371093750000.bb08.l.png,1472823546.6515059471130371093750000.bb08.r.png
7757795.842,-363521.881,0.066,9.094,1472823546.7446260452270507812500000,1472823546.7446260452270507812500000.bb08.l.png,1472823546.7446260452270507812500000.bb08.r.png
7757796.628,-363521.827,0.049,9.052,1472823546.8338029384613037109375000,1472823546.8338029384613037109375000.bb08.l.png,1472823546.8338029384613037109375000.bb08.r.png
7757797.376,-363521.791,0.041,9.052,1472823546.9184479713439941406250000,1472823546.9184479713439941406250000.bb08.l.png,1472823546.9184479713439941406250000.bb08.r.png
7757798.160,-363521.795,0.021,9.024,1472823547.0046660900115966796875000,1472823547.0046660900115966796875000.bb08.l.png,1472823547.0046660900115966796875000.bb08.r.png
7757798.891,-363521.801,0.003,8.998,1472823547.0876710414886474609375000,1472823547.0876710414886474609375000.bb08.l.png,1472823547.0876710414886474609375000.bb08.r.png
7757799.647,-363521.798,-0.004,9.132,1472823547.1737799644470214843750000,1472823547.1737799644470214843750000.bb08.l.png,1472823547.1737799644470214843750000.bb08.r.png
7757800.393,-363521.818,-0.023,9.119,1472823547.2598109245300292968750000,1472823547.2598109245300292968750000.bb08.l.png,1472823547.2598109245300292968750000.bb08.r.png
7757801.165,-363521.842,-0.041,9.019,1472823547.3477621078491210937500000,1472823547.3477621078491210937500000.bb08.l.png,1472823547.3477621078491210937500000.bb08.r.png
7757801.930,-363521.890,-0.061,9.112,1472823547.4354081153869628906250000,1472823547.4354081153869628906250000.bb08.l.png,1472823547.4354081153869628906250000.bb08.r.png
7757802.688,-363521.943,-0.071,9.102,1472823547.5193378925323486328125000,1472823547.5193378925323486328125000.bb08.l.png,1472823547.5193378925323486328125000.bb08.r.png
7757803.453,-363522.001,-0.091,9.051,1472823547.6063981056213378906250000,1472823547.6063981056213378906250000.bb08.l.png,1472823547.6063981056213378906250000.bb08.r.png
7757804.303,-363522.095,-0.112,9.245,1472823547.7006709575653076171875000,1472823547.7006709575653076171875000.bb08.l.png,1472823547.7006709575653076171875000.bb08.r.png
7757805.122,-363522.199,-0.134,9.479,1472823547.7918961048126220703125000,1472823547.7918961048126220703125000.bb08.l.png,1472823547.7918961048126220703125000.bb08.r.png
7757805.918,-363522.326,-0.157,9.221,1472823547.8833448886871337890625000,1472823547.8833448886871337890625000.bb08.l.png,1472823547.8833448886871337890625000.bb08.r.png
7757806.686,-363522.447,-0.167,9.247,1472823547.9678080081939697265625000,1472823547.9678080081939697265625000.bb08.l.png,1472823547.9678080081939697265625000.bb08.r.png
7757807.584,-363522.626,-0.185,9.438,1472823548.0672919750213623046875000,1472823548.0672919750213623046875000.bb08.l.png,1472823548.0672919750213623046875000.bb08.r.png
7757808.414,-363522.806,-0.203,9.463,1472823548.1559140682220458984375000,1472823548.1559140682220458984375000.bb08.l.png,1472823548.1559140682220458984375000.bb08.r.png
7757809.134,-363522.965,-0.226,9.353,1472823548.2404379844665527343750000,1472823548.2404379844665527343750000.bb08.l.png,1472823548.2404379844665527343750000.bb08.r.png
7757809.966,-363523.168,-0.249,9.283,1472823548.3304300308227539062500000,1472823548.3304300308227539062500000.bb08.l.png,1472823548.3304300308227539062500000.bb08.r.png
7757810.737,-363523.363,-0.257,9.378,1472823548.4159710407257080078125000,1472823548.4159710407257080078125000.bb08.l.png,1472823548.4159710407257080078125000.bb08.r.png
7757811.490,-363523.567,-0.280,9.517,1472823548.5013189315795898437500000,1472823548.5013189315795898437500000.bb08.l.png,1472823548.5013189315795898437500000.bb08.r.png
7757812.240,-363523.793,-0.302,9.427,1472823548.5856909751892089843750000,1472823548.5856909751892089843750000.bb08.l.png,1472823548.5856909751892089843750000.bb08.r.png
7757812.977,-363524.027,-0.314,9.435,1472823548.6694231033325195312500000,1472823548.6694231033325195312500000.bb08.l.png,1472823548.6694231033325195312500000.bb08.r.png
7757813.850,-363524.322,-0.335,9.510,1472823548.7587180137634277343750000,1472823548.7587180137634277343750000.bb08.l.png,1472823548.7587180137634277343750000.bb08.r.png
7757814.511,-363524.569,-0.357,9.563,1472823548.8424119949340820312500000,1472823548.8424119949340820312500000.bb08.l.png,1472823548.8424119949340820312500000.bb08.r.png
7757815.235,-363524.847,-0.370,9.484,1472823548.9252040386199951171875000,1472823548.9252040386199951171875000.bb08.l.png,1472823548.9252040386199951171875000.bb08.r.png
7757815.944,-363525.132,-0.391,9.530,1472823549.0079689025878906250000000,1472823549.0079689025878906250000000.bb08.l.png,1472823549.0079689025878906250000000.bb08.r.png
7757816.656,-363525.468,-0.409,9.574,1472823549.0909759998321533203125000,1472823549.0909759998321533203125000.bb08.l.png,1472823549.0909759998321533203125000.bb08.r.png
7757817.394,-363525.794,-0.416,9.700,1472823549.1736340522766113281250000,1472823549.1736340522766113281250000.bb08.l.png,1472823549.1736340522766113281250000.bb08.r.png
7757818.119,-363526.119,-0.438,9.690,1472823549.2577660083770751953125000,1472823549.2577660083770751953125000.bb08.l.png,1472823549.2577660083770751953125000.bb08.r.png
7757818.881,-363526.483,-0.460,9.690,1472823549.3447349071502685546875000,1472823549.3447349071502685546875000.bb08.l.png,1472823549.3447349071502685546875000.bb08.r.png
7757819.588,-363526.864,-0.482,9.738,1472823549.4310400485992431640625000,1472823549.4310400485992431640625000.bb08.l.png,1472823549.4310400485992431640625000.bb08.r.png
7757820.338,-363527.253,-0.491,9.763,1472823549.5189919471740722656250000,1472823549.5189919471740722656250000.bb08.l.png,1472823549.5189919471740722656250000.bb08.r.png
7757821.022,-363527.635,-0.505,9.709,1472823549.6067259311676025390625000,1472823549.6067259311676025390625000.bb08.l.png,1472823549.6067259311676025390625000.bb08.r.png
7757821.805,-363528.081,-0.527,9.644,1472823549.6998820304870605468750000,1472823549.6998820304870605468750000.bb08.l.png,1472823549.6998820304870605468750000.bb08.r.png
7757822.568,-363528.541,-0.542,9.734,1472823549.7903161048889160156250000,1472823549.7903161048889160156250000.bb08.l.png,1472823549.7903161048889160156250000.bb08.r.png
7757823.328,-363529.003,-0.558,9.771,1472823549.8772161006927490234375000,1472823549.8772161006927490234375000.bb08.l.png,1472823549.8772161006927490234375000.bb08.r.png
7757823.981,-363529.428,-0.566,9.713,1472823549.9609479904174804687500000,1472823549.9609479904174804687500000.bb08.l.png,1472823549.9609479904174804687500000.bb08.r.png
7757824.626,-363529.847,-0.583,9.825,1472823550.0457220077514648437500000,1472823550.0457220077514648437500000.bb08.l.png,1472823550.0457220077514648437500000.bb08.r.png
7757825.334,-363530.360,-0.601,9.826,1472823550.1355059146881103515625000,1472823550.1355059146881103515625000.bb08.l.png,1472823550.1355059146881103515625000.bb08.r.png
7757826.036,-363530.859,-0.607,9.723,1472823550.2274549007415771484375000,1472823550.2274549007415771484375000.bb08.l.png,1472823550.2274549007415771484375000.bb08.r.png
7757826.777,-363531.375,-0.621,9.922,1472823550.3172440528869628906250000,1472823550.3172440528869628906250000.bb08.l.png,1472823550.3172440528869628906250000.bb08.r.png
7757827.421,-363531.874,-0.636,10.018,1472823550.4015390872955322265625000,1472823550.4015390872955322265625000.bb08.l.png,1472823550.4015390872955322265625000.bb08.r.png
7757828.040,-363532.373,-0.648,10.000,1472823550.4862270355224609375000000,1472823550.4862270355224609375000000.bb08.l.png,1472823550.4862270355224609375000000.bb08.r.png
7757828.730,-363532.892,-0.655,9.972,1472823550.5735299587249755859375000,1472823550.5735299587249755859375000.bb08.l.png,1472823550.5735299587249755859375000.bb08.r.png
7757829.403,-363533.390,-0.665,9.792,1472823550.6581521034240722656250000,1472823550.6581521034240722656250000.bb08.l.png,1472823550.6581521034240722656250000.bb08.r.png
7757830.068,-363533.942,-0.676,9.859,1472823550.7454450130462646484375000,1472823550.7454450130462646484375000.bb08.l.png,1472823550.7454450130462646484375000.bb08.r.png
7757830.726,-363534.473,-0.683,9.905,1472823550.8295869827270507812500000,1472823550.8295869827270507812500000.bb08.l.png,1472823550.8295869827270507812500000.bb08.r.png
7757831.363,-363535.001,-0.688,9.951,1472823550.9171550273895263671875000,1472823550.9171550273895263671875000.bb08.l.png,1472823550.9171550273895263671875000.bb08.r.png
7757832.049,-363535.610,-0.693,10.119,1472823551.0032079219818115234375000,1472823551.0032079219818115234375000.bb08.l.png,1472823551.0032079219818115234375000.bb08.r.png
7757832.696,-363536.190,-0.702,10.134,1472823551.0938930511474609375000000,1472823551.0938930511474609375000000.bb08.l.png,1472823551.0938930511474609375000000.bb08.r.png
7757833.356,-363536.734,-0.707,10.184,1472823551.1818730831146240234375000,1472823551.1818730831146240234375000.bb08.l.png,1472823551.1818730831146240234375000.bb08.r.png
7757834.080,-363537.352,-0.707,10.199,1472823551.2741060256958007812500000,1472823551.2741060256958007812500000.bb08.l.png,1472823551.2741060256958007812500000.bb08.r.png
7757834.660,-363537.862,-0.708,10.109,1472823551.3568050861358642578125000,1472823551.3568050861358642578125000.bb08.l.png,1472823551.3568050861358642578125000.bb08.r.png
7757835.352,-363538.454,-0.712,10.264,1472823551.4462869167327880859375000,1472823551.4462869167327880859375000.bb08.l.png,1472823551.4462869167327880859375000.bb08.r.png
7757836.010,-363539.048,-0.714,10.328,1472823551.5303089618682861328125000,1472823551.5303089618682861328125000.bb08.l.png,1472823551.5303089618682861328125000.bb08.r.png
7757836.707,-363539.651,-0.714,10.334,1472823551.6209421157836914062500000,1472823551.6209421157836914062500000.bb08.l.png,1472823551.6209421157836914062500000.bb08.r.png
