7471651.354000	-681504.828000	-0.961723	2.777778	0.000000	1628596494.939326	
7471651.648000	-681505.235000	-0.962983	2.777778	-0.006586	1628596495.120075	
7471651.976000	-681505.724000	-0.976275	2.777778	-0.059190	1628596495.332049	
7471652.315000	-681506.221000	-0.967397	2.777778	0.038721	1628596495.548627	
7471652.664000	-681506.723000	-0.956940	2.777778	0.044863	1628596495.768730	
7471653.011000	-681507.209000	-0.973772	2.777778	-0.073854	1628596495.983709	
7471653.395000	-681507.802000	-0.982460	2.777778	-0.032270	1628596496.238039	
7471653.734000	-681508.295000	-0.962357	2.777778	0.087973	1628596496.453429	
7471654.066000	-681508.765000	-0.982719	2.777778	-0.092619	1628596496.660586	
7471654.397000	-681509.292000	-0.976996	2.777778	0.024134	1628596496.884623	
7471654.747000	-681509.777000	-0.995981	2.777778	-0.083131	1628596497.099940	
7471655.013000	-681510.236000	-0.988977	2.777778	0.034641	1628596497.290922	
7471655.383000	-681510.733000	-0.961551	2.777778	0.115673	1628596497.513979	
7471655.691000	-681511.206000	-0.976506	2.777778	-0.069434	1628596497.717178	
7471655.998000	-681511.644000	-0.962573	2.777778	0.068272	1628596497.909734	
7471656.310000	-681512.094000	-0.960362	2.777778	0.010598	1628596498.106863	
7471656.614677	-681512.528072	-0.957153	2.777778	0.015880	1628596498.297780	
7471656.915145	-681512.953553	-0.954853	2.777778	0.011591	1628596498.485296	
7471657.216414	-681513.378473	-0.953392	2.777778	0.007364	1628596498.672815	
7471657.518129	-681513.803081	-0.952770	2.777778	0.003136	1628596498.860334	
7471657.819929	-681514.227627	-0.952986	2.777778	-0.001091	1628596499.047853	
7471658.127251	-681514.660534	-0.954070	2.777778	-0.005359	1628596499.238978	
7471658.428133	-681515.085720	-0.955980	2.777778	-0.009627	1628596499.426493	
7471658.728020	-681515.511600	-0.958730	2.777778	-0.013855	1628596499.614007	
7471659.026554	-681515.938426	-0.962318	2.777778	-0.018082	1628596499.801519	
7471659.323000	-681516.366000	-0.966745	2.777778	-0.022333	1628596499.988823	
7471659.681000	-681516.897000	-0.970858	2.777778	-0.016857	1628596500.219371	
7471659.974000	-681517.320000	-0.948536	2.777778	0.113384	1628596500.404614	
7471660.314000	-681517.777000	-0.909159	2.777778	0.179516	1628596500.609672	
7471660.672000	-681518.215000	-0.911709	2.777778	-0.011832	1628596500.813321	
7471661.025000	-681518.697000	-0.914737	2.777778	-0.013302	1628596501.028399	
7471661.356000	-681519.107000	-0.901184	2.777778	0.067410	1628596501.218096	
7471661.723000	-681519.579000	-0.904460	2.777778	-0.014381	1628596501.433336	
7471662.181000	-681520.155000	-0.925526	2.777778	-0.075002	1628596501.698258	
7471662.524000	-681520.636000	-0.937244	2.777778	-0.052018	1628596501.910936	
7471662.860000	-681521.080000	-0.914814	2.777778	0.105350	1628596502.111386	
7471663.220000	-681521.541000	-0.927925	2.777778	-0.058772	1628596502.321954	
7471663.574000	-681522.034000	-0.943818	2.777778	-0.068632	1628596502.540449	
7471663.882000	-681522.455000	-0.904567	2.777778	0.195013	1628596502.728238	
7471664.253000	-681522.894000	-0.921464	2.777778	-0.077017	1628596502.935156	
7471664.538000	-681523.314000	-0.956308	2.777778	-0.178288	1628596503.117880	
7471664.843000	-681523.731000	-0.952533	2.777778	0.019177	1628596503.303869	
7471665.182000	-681524.221000	-0.931014	2.777778	0.094520	1628596503.518371	
7471665.585000	-681524.725000	-0.939008	2.777778	-0.032507	1628596503.750682	
7471665.956000	-681525.280000	-0.957498	2.777778	-0.072577	1628596503.991012	
7471666.329000	-681525.784000	-0.947177	2.777778	0.043181	1628596504.216736	
7471666.625000	-681526.208000	-0.982079	2.777778	-0.175355	1628596504.402892	
7471666.904000	-681526.645000	-1.009329	2.777778	-0.137102	1628596504.589541	
7471667.225000	-681527.162000	-1.021749	2.777778	-0.053520	1628596504.808618	
7471667.506000	-681527.627000	-0.958937	2.777778	0.294640	1628596505.004210	
7471667.865000	-681528.071000	-0.933656	2.777778	0.115706	1628596505.209762	
7471668.198000	-681528.564000	-0.991376	2.777778	-0.249376	1628596505.423936	
7471668.473000	-681528.997000	-1.015308	2.777778	-0.121866	1628596505.608597	
7471668.772000	-681529.491000	-1.007631	2.777778	0.034886	1628596505.816475	
7471669.061000	-681529.931000	-1.013840	2.777778	-0.030951	1628596506.005987	
7471669.347000	-681530.416000	-1.004583	2.777778	0.043130	1628596506.208684	
7471669.677000	-681530.899000	-0.991232	2.777778	0.059841	1628596506.419273	
7471669.994000	-681531.404000	-1.041235	2.777778	-0.216683	1628596506.633923	
7471670.265000	-681531.901000	-1.121875	2.777778	-0.357839	1628596506.837713	
7471670.461000	-681532.366000	-1.162235	2.777778	-0.206945	1628596507.019376	
7471670.696000	-681532.895000	-1.177228	2.777778	-0.067887	1628596507.227761	
7471670.893000	-681533.406000	-1.245246	2.777778	-0.315153	1628596507.424918	
7471671.062000	-681533.986000	-1.326979	2.777778	-0.341249	1628596507.642402	
7471671.185000	-681534.581000	-1.418828	2.777778	-0.377766	1628596507.861131	
7471671.246000	-681535.193000	-1.481694	2.777778	-0.262144	1628596508.082542	
7471671.297000	-681535.837000	-1.495433	2.777778	-0.055768	1628596508.315108	
7471671.335000	-681536.363000	-1.598283	2.777778	-0.473153	1628596508.504962	
7471671.259000	-681536.959000	-1.693167	2.777778	-0.392983	1628596508.721259	
7471671.195000	-681537.498000	-1.729795	2.777778	-0.175320	1628596508.916662	
7471671.090000	-681538.018000	-1.850369	2.777778	-0.537936	1628596509.107641	
7471670.888000	-681538.555000	-1.913066	2.777778	-0.279352	1628596509.314185	
7471670.722000	-681539.049000	-1.936276	2.777778	-0.116383	1628596509.501797	
7471670.450000	-681539.681000	-2.004795	2.777778	-0.255686	1628596509.749494	
7471670.205000	-681540.173000	-2.112634	2.777778	-0.475607	1628596509.947360	
7471669.893000	-681540.608000	-2.188337	2.777778	-0.355450	1628596510.140075	
7471669.553000	-681541.091000	-2.229376	2.777778	-0.180399	1628596510.352716	
7471669.198000	-681541.510000	-2.281351	2.777778	-0.243506	1628596510.550416	
7471668.795000	-681541.971000	-2.367146	2.777778	-0.352448	1628596510.770850	
7471668.361000	-681542.334000	-2.449064	2.777778	-0.363199	1628596510.974536	
7471667.923000	-681542.695000	-2.491237	2.777778	-0.192621	1628596511.178871	
7471667.424000	-681543.044000	-2.537441	2.777778	-0.196602	1628596511.398088	
7471666.948000	-681543.368000	-2.586804	2.777778	-0.221351	1628596511.605377	
7471666.457000	-681543.644000	-2.615499	2.777778	-0.132944	1628596511.808150	
7471665.923000	-681543.964000	-2.646597	2.777778	-0.130383	1628596512.032264	
7471665.379000	-681544.227000	-2.682274	2.777778	-0.153769	1628596512.249790	
7471664.792000	-681544.524000	-2.667132	2.777778	0.060348	1628596512.486619	
7471664.244000	-681544.810000	-2.657843	2.777778	0.039427	1628596512.709151	
7471663.698000	-681545.099000	-2.681343	2.777778	-0.099525	1628596512.931547	
