RDDF_ANNOTATION_TYPE_BUMP	6	0	-2.480828	7757771.560955	-363827.314529	-1.501680
RDDF_ANNOTATION_TYPE_BUMP	6	0	-2.479902	7757722.806528	-363866.598940	-1.709014
RDDF_ANNOTATION_TYPE_BUMP	6	0	-2.982303	7757354.561908	-364102.209549	-1.577188
RDDF_ANNOTATION_TYPE_BUMP	6	0	3.052528	7757304.931001	-364101.008290	-1.616369
RDDF_ANNOTATION_TYPE_BUMP	6	0	3.019200	7756895.287702	-364047.095549	-1.439133
RDDF_ANNOTATION_TYPE_BUMP	6	0	3.000501	7756831.985799	-364037.939967	-1.551413
RDDF_ANNOTATION_TYPE_BARRIER	5	0	2.795352	7756774.128215	-364021.031699	-0.617266
RDDF_ANNOTATION_TYPE_BARRIER	5	0	2.039984	7756531.570506	-363871.510359	-0.313729
RDDF_ANNOTATION_TYPE_BUMP	6	0	-0.142084	7757044.040867	-363693.954879	-1.599702
RDDF_ANNOTATION_TYPE_BUMP	6	0	0.539112	7757095.088967	-363683.731802	-0.399843
RDDF_ANNOTATION_TYPE_SPEED_LIMIT	7	3	0.765114	7757145.510747	-363655.179393	2.236940
